assetId,stage,baseAssetId,allowedChange,mustPreserve,qa
image.a4.handoff_frame_04,R3,video.a4.handoff_0714.master,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
image.a4.handoff_frame_04,R4,video.a4.handoff_0714.master,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
image.a4.handoff_frame_04,R5,video.a4.handoff_0714.master,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
image.a4.handoff_frame_05,R3,video.a4.handoff_0714.master,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
image.a4.handoff_frame_05,R4,video.a4.handoff_0714.master,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
image.a4.handoff_frame_05,R5,video.a4.handoff_0714.master,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
image.a4.handoff_frame_06,R3,video.a4.handoff_0714.master,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
image.a4.handoff_frame_06,R4,video.a4.handoff_0714.master,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
image.a4.handoff_frame_06,R5,video.a4.handoff_0714.master,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
image.a4.handoff_frame_07,R3,video.a4.handoff_0714.master,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
image.a4.handoff_frame_07,R4,video.a4.handoff_0714.master,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
image.a4.handoff_frame_07,R5,video.a4.handoff_0714.master,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
image.a4.handoff_frame_08,R3,video.a4.handoff_0714.master,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
image.a4.handoff_frame_08,R4,video.a4.handoff_0714.master,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
image.a4.handoff_frame_08,R5,video.a4.handoff_0714.master,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
image.a4.player_reflection,R3,video.a4.handoff_0714.master,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
image.a4.player_reflection,R4,video.a4.handoff_0714.master,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
audio.a4.handoff_dialogue,R3,video.a4.handoff_0714.master,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
audio.a4.handoff_dialogue,R4,video.a4.handoff_0714.master,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
audio.a4.handoff_dialogue,R5,video.a4.handoff_0714.master,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
audio.a4.axu_player_name,R0,audio.a4.axu_player_name,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
audio.a5.shen_unlabeled,R0,audio.a5.shen_unlabeled,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
scan.a5.birth_booklet_01,R0,scan.a5.birth_booklet_01,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
scan.a5.birth_booklet_02,R0,scan.a5.birth_booklet_02,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
photo.a5.university_unnamed,R0,photo.a5.university_unnamed,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
photo.a5.key_unowned_current,R0,photo.a5.key_unowned_current,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
audio.a5.ending_no_number,R0,audio.a5.ending_no_number,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
group.daily.shen_01,R0,group.daily.shen_01,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
group.daily.shen_02,R0,group.daily.shen_02,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
group.daily.shen_03,R0,group.daily.shen_03,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
group.daily.shen_04,R0,group.daily.shen_04,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
group.daily.shen_05,R0,group.daily.shen_05,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
group.daily.shen_06,R0,group.daily.shen_06,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
group.daily.shen_07,R0,group.daily.shen_07,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
group.daily.shen_08,R0,group.daily.shen_08,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
group.daily.shen_09,R0,group.daily.shen_09,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
group.daily.shen_10,R0,group.daily.shen_10,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
group.daily.shen_11,R0,group.daily.shen_11,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
group.daily.shen_12,R0,group.daily.shen_12,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
group.daily.shen_13,R0,group.daily.shen_13,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
group.daily.shen_14,R0,group.daily.shen_14,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
group.daily.shen_15,R0,group.daily.shen_15,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
group.daily.shen_16,R0,group.daily.shen_16,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
group.daily.shen_17,R0,group.daily.shen_17,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
group.daily.shen_18,R0,group.daily.shen_18,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
group.daily.shen_19,R0,group.daily.shen_19,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
group.daily.shen_20,R0,group.daily.shen_20,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
group.daily.shen_21,R0,group.daily.shen_21,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
group.daily.shen_22,R0,group.daily.shen_22,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
group.daily.shen_23,R0,group.daily.shen_23,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
group.daily.shen_24,R0,group.daily.shen_24,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
group.daily.player_01,R0,group.daily.player_01,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
group.daily.player_02,R0,group.daily.player_02,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
group.daily.player_03,R0,group.daily.player_03,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
group.daily.player_04,R0,group.daily.player_04,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
group.daily.player_05,R0,group.daily.player_05,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
group.daily.player_06,R0,group.daily.player_06,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
group.daily.player_07,R0,group.daily.player_07,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
group.daily.player_08,R0,group.daily.player_08,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
group.daily.player_09,R0,group.daily.player_09,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
group.daily.player_10,R0,group.daily.player_10,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
group.daily.player_11,R0,group.daily.player_11,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
group.daily.player_12,R0,group.daily.player_12,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
audio.daily.01,R0,audio.daily.01,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
audio.daily.02,R0,audio.daily.02,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
audio.daily.03,R0,audio.daily.03,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
audio.daily.04,R0,audio.daily.04,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
audio.daily.05,R0,audio.daily.05,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
audio.daily.06,R0,audio.daily.06,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
audio.daily.07,R0,audio.daily.07,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
audio.daily.08,R0,audio.daily.08,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
video.daily.01,R0,video.daily.01,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
video.daily.02,R0,video.daily.02,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
video.daily.03,R0,video.daily.03,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
video.daily.04,R0,video.daily.04,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
video.daily.05,R0,video.daily.05,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
video.daily.06,R0,video.daily.06,仅按Media Bible定义局部编辑,构图、焦距、光源、压缩、主体身份与sourceRoot,overlay_diff + identity_check + narrative_check
