ref_id,app,page,relpath,version,source_type,source_url,confidence,coverage,use,limitations,capture_date,pixel_size,sha256,file_size_kb
NCM-PLAYER-01,网易云音乐,播放页,apps/netease_music/raw/NCM-PLAYER-01__NETEASE_9.5.45_03_player.jpg,网易云音乐 9.5.45【截图来源标注】,近期公开iPhone截图,https://img.ddooo.com/uppic/20260611/79ff59b04dc3dc5dc8749aa19c80cb98.jpg,中,direct_real,唱片/封面、进度、播放控制、歌词入口,,2026-07-16,480x800,99216579dd741fe2de94b7d95e200e4b9d8f2af2f4f6d7c0c5df41a5d50e8bee,75.1
CALC26-SCI-01,计算器,科学计算,apps/calculator/raw/CALC26-SCI-01__APPLE_CALCULATOR_01_scientific.png,iOS 26.5.2,Apple官方用户指南,https://support.apple.com/zh-cn/guide/iphone/iph6a38eb783/ios,高,direct_real,按键几何、结果排版、模式切换,,2026-07-16,489x1008,4297e42f8e562c327499d2721d6a6e216098da417b567293b908a807c4607176,102.4
CALC26-CONV-01,计算器,单位换算,apps/calculator/raw/CALC26-CONV-01__APPLE_CALCULATOR_02_conversion.png,iOS 26.5.2,Apple官方用户指南,https://support.apple.com/zh-cn/guide/iphone/iph6a38eb783/ios,高,direct_real,换算输入、单位选择、运算键,,2026-07-16,489x1008,9bab71fa004991ebaec9ee84310a1831acbe3e182d56352fd00ca7700f8b07e4,86.0
CAL26-DAY-01,日历,日视图与事件,apps/calendar/raw/CAL26-DAY-01__APPLE_CALENDAR_01_day.png,iOS 26.5.2,Apple官方用户指南,https://support.apple.com/zh-cn/guide/iphone/iphfed2c4091/ios,高,direct_real,日期顶栏、全天事件、时间网格、底部导航,,2026-07-16,769x1008,87c636a986216d1c44042c32423afecf3145e38f8e4912a11a7ac30a737dda5e,105.2
CAM26-CONTROL-01,相机,相机控制,apps/camera/raw/CAM26-CONTROL-01__APPLE_CAMERA_01_controls.png,iOS 26.5.2,Apple官方用户指南,https://support.apple.com/zh-cn/guide/iphone/welcome/ios,高,direct_real,取景器、变焦、模式、快门与控制层,,2026-07-16,489x1016,c00a960515c733aea603e510bcaa3ca409fbb38fdc7352c20f01732e62c24728,465.0
COMP26-MAIN-01,指南针,指南针主界面,apps/compass/raw/COMP26-MAIN-01__APPLE_COMPASS_01_main.png,iOS 26.5.2,Apple官方用户指南,https://support.apple.com/zh-cn/guide/iphone/iph1ac0b663/ios,高,direct_real,方向盘、方位角、地点与经纬度,,2026-07-16,489x1005,4d948f9c16bc250ce542dc3052c70e5739d3a9c24065b2b9b32ec0249c18c947,62.8
HEALTH26-SUM-01,健康,摘要,apps/health/raw/HEALTH26-SUM-01__APPLE_HEALTH_01_summary.png,iOS 26.5.2,Apple官方用户指南,https://support.apple.com/zh-cn/guide/iphone/iphcae7451f3/ios,高,direct_real,摘要卡、趋势、底部导航,,2026-07-16,489x1008,a9c9099f089920cd6682a2bfbe8b904d85084b261e3316738966aa029ae995c5,219.9
HEALTH26-DETAIL-01,健康,健康详情,apps/health/raw/HEALTH26-DETAIL-01__APPLE_HEALTH_02_details.png,iOS 26.5.2,Apple官方用户指南,https://support.apple.com/zh-cn/guide/iphone/iphcae7451f3/ios,高,direct_real,健康指标详情、趋势与信息层级,,2026-07-16,489x1005,237d29712d6351e38f3871cae64ddcc3ab2c1480088674d61b8708fa8c4378c4,174.5
HEALTH26-MED-01,健康,用药页面,apps/health/raw/HEALTH26-MED-01__APPLE_HEALTH_03_medications.png,iOS 26.5.2,Apple官方用户指南,https://support.apple.com/zh-cn/guide/iphone/iphcae7451f3/ios,高,direct_real,日期、用药列表、记录按钮,,2026-07-16,489x1008,a054ed5cc869ccd8a5f16aa06f2406539291402f3b99ef3ad107f28e08aeb505,151.8
PHONE26-TRANSLATE-01,电话,通话中—实时翻译,apps/phone/raw/PHONE26-TRANSLATE-01__APPLE_PHONE_01_live_translate.png,iOS 26.5.2,Apple官方用户指南,https://support.apple.com/zh-cn/guide/iphone/iph6e5e72b79/ios,高,direct_real,通话中按钮、字幕卡、挂断和控制区,,2026-07-16,489x1016,37dc470b9fb4414d46fb5e7be67a8287d1ad9bd64bc7f64a4bfa2deecb8d7599,226.1
PHONE26-HOLD-01,电话,通话中—等候助理,apps/phone/raw/PHONE26-HOLD-01__APPLE_PHONE_02_hold_assistant.png,iOS 26.5.2,Apple官方用户指南,https://support.apple.com/zh-cn/guide/iphone/iph6e5e72b79/ios,高,direct_real,通话控制区、状态文字和系统按钮,,2026-07-16,489x1016,7de82fbfc04b8f784b21d0363aa4bd4900f029a8d2d82b99ea2c43332af572ad,176.9
SET26-NOTIFY-01,设置,通知设置,apps/settings/raw/SET26-NOTIFY-01__APPLE_SETTINGS_01_notifications.png,iOS 26.5.2,Apple官方用户指南,https://support.apple.com/zh-cn/guide/iphone/welcome/ios,高,direct_real,设置列表、App图标、开关与分组,,2026-07-16,652x1008,661839e4c751d6c54d9cf524291dc91db3f001a2d2c7644c0456afb31ad8503e,133.0
SET26-ALERT-01,设置,紧急警报设置,apps/settings/raw/SET26-ALERT-01__APPLE_SETTINGS_02_emergency_alerts.png,iOS 26.5.2,Apple官方用户指南,https://support.apple.com/zh-cn/guide/iphone/welcome/ios,高,direct_real,设置分组、说明文字与开关,,2026-07-16,489x1008,5705e5fdc5a9ade42730354b07546f143ed3eb620a8e6d3f2e62f3688db2f527,61.9
VM26-REC-01,语音备忘录,录制中,apps/voice_memos/raw/VM26-REC-01__APPLE_VOICEMEMOS_01_recording.png,iOS 26.5.2,Apple官方用户指南,https://support.apple.com/zh-cn/guide/iphone/iph4d2a39a3b/ios,高,direct_real,波形、计时、录制/暂停和底部工具,,2026-07-16,673x1069,1d896eb03e198386e890cde440a35995d6b50958fba7ca2d2cc7e97cd6d7c349,60.4
WEATHER26-WIND-01,天气,风场地图,apps/weather/raw/WEATHER26-WIND-01__APPLE_WEATHER_01_wind_map.png,iOS 26.5.2,Apple官方用户指南,https://support.apple.com/zh-cn/guide/iphone/welcome/ios,高,direct_real,天气地图、图层、地点卡与底部栏,,2026-07-16,489x1008,5543557bba97e3b0e4945abe6762a02841b8b19504ea35c0221f269a761afc24,536.9
WEATHER26-MAIN-01,天气,主天气页,apps/weather/raw/WEATHER26-MAIN-01__APPLE_WEATHER_02_main.png,iOS 26.5.2,Apple官方用户指南,https://support.apple.com/zh-cn/guide/iphone/welcome/ios,高,direct_real,当前天气、小时/十日预报、卡片密度,,2026-07-16,758x1008,d3bc4d3224845e9e65bacf08f709fa59913da790dc6d415cb82836c14e953a0a,337.7
QQMAIL717-CLOUD-01,QQ邮箱,文件云盘,apps/qqmail/raw/QQMAIL717-CLOUD-01__QQMAIL_7.1.6_01_file_cloud.jpg,QQ邮箱 7.1.7（页面素材7.1.6；修复型点版本同布局继承）,App Store公开宣传截图,https://apps.apple.com/cn/app/qq%E9%82%AE%E7%AE%B1/id473225145,中高,direct_real,文件云盘入口、文件列表和容量状态,,2026-07-16,480x1038,82ac7081fe1db66b0d4e04cb3e2d0d215b54e67330e996bf2a7506c67a3957e1,84.0
QQMAIL717-COMPOSE-01,QQ邮箱,写邮件与附件,apps/qqmail/raw/QQMAIL717-COMPOSE-01__QQMAIL_7.1.6_02_compose.jpg,QQ邮箱 7.1.7（页面素材7.1.6）,App Store公开宣传截图,https://apps.apple.com/cn/app/qq%E9%82%AE%E7%AE%B1/id473225145,中高,direct_real,收件人、主题、正文、附件和发送按钮,,2026-07-16,480x1038,5a3000fbf141e71a54511aa46ab56b4ee402ea04a6107949b51263f78e2b2243,84.4
QQMAIL717-CALENDAR-01,QQ邮箱,邮箱日历,apps/qqmail/raw/QQMAIL717-CALENDAR-01__QQMAIL_7.1.6_03_calendar.jpg,QQ邮箱 7.1.7（页面素材7.1.6）,App Store公开宣传截图,https://apps.apple.com/cn/app/qq%E9%82%AE%E7%AE%B1/id473225145,中高,direct_real,日历网格、日程列表和底部栏,,2026-07-16,480x1038,68bc0b31fe5fb9e6696c0742fafce84bcd0f868162fbf648cfa5d83f035a5216,65.7
QQMAIL717-BOX-01,QQ邮箱,多邮箱列表,apps/qqmail/raw/QQMAIL717-BOX-01__QQMAIL_7.1.6_04_mailboxes.jpg,QQ邮箱 7.1.7（页面素材7.1.6）,App Store公开宣传截图,https://apps.apple.com/cn/app/qq%E9%82%AE%E7%AE%B1/id473225145,中高,direct_real,邮箱账号、文件夹、未读计数和侧栏,,2026-07-16,480x1038,f46437ee000f643385c2cf70fe6b8da572fc782821068ece30c96c6e9736b494,73.5
QQMAIL717-MULTI-01,QQ邮箱,多窗口/邮件预览,apps/qqmail/raw/QQMAIL717-MULTI-01__QQMAIL_7.1.6_05_multiwindow.jpg,QQ邮箱 7.1.7（页面素材7.1.6）,App Store公开宣传截图,https://apps.apple.com/cn/app/qq%E9%82%AE%E7%AE%B1/id473225145,中高,direct_real,邮件列表、正文预览与多窗口层级,,2026-07-16,480x1038,8126daf22fc4e100dbd9d82509cf12025407524dc810f604ec15613e7cb6dec1,94.8
NETDISK1329-HOME-01,百度网盘,首页,apps/baidunetdisk/raw/NETDISK1329-HOME-01__BAIDUNETDISK_13.29.0_01_home.jpg,百度网盘 13.29.0（公开素材标注）,App Store公开宣传截图,https://apps.apple.com/cn/app/%E7%99%BE%E5%BA%A6%E7%BD%91%E7%9B%98/id547166701,中高,direct_real,首页导航、最近文件、服务卡与底部栏,,2026-07-16,480x1038,b67bf6315cd48f88b077f951b5dd4a7cf6b93be9b7dfe2833365334180a46768,133.6
NETDISK1329-SEARCH-01,百度网盘,AI全能搜索,apps/baidunetdisk/raw/NETDISK1329-SEARCH-01__BAIDUNETDISK_13.29.0_02_ai_search.jpg,百度网盘 13.29.0（公开素材标注）,App Store公开宣传截图,https://apps.apple.com/cn/app/%E7%99%BE%E5%BA%A6%E7%BD%91%E7%9B%98/id547166701,中高,direct_real,搜索框、结果卡、类型筛选与输入,,2026-07-16,480x1038,c920cb86602db3efc524c7ba6ba71e68045e94d594cc9fff839e377edf41775b,119.2
NETDISK1329-NOTES-01,百度网盘,AI学习笔记,apps/baidunetdisk/raw/NETDISK1329-NOTES-01__BAIDUNETDISK_13.29.0_03_ai_notes.jpg,百度网盘 13.29.0（公开素材标注）,App Store公开宣传截图,https://apps.apple.com/cn/app/%E7%99%BE%E5%BA%A6%E7%BD%91%E7%9B%98/id547166701,中高,direct_real,视频/文档摘要、时间轴与笔记卡,,2026-07-16,480x1038,e8584c95096592b8f09ce71ce488de86d0a56122a91985669a498abbe9f0253b,143.0
NETDISK1329-SCAN-01,百度网盘,AI扫描,apps/baidunetdisk/raw/NETDISK1329-SCAN-01__BAIDUNETDISK_13.29.0_04_scan.jpg,百度网盘 13.29.0（公开素材标注）,App Store公开宣传截图,https://apps.apple.com/cn/app/%E7%99%BE%E5%BA%A6%E7%BD%91%E7%9B%98/id547166701,中高,direct_real,扫描入口、分类、拍摄区与处理状态,,2026-07-16,480x1038,1237c0b3cfbd8b43f07eeb790a2be4fc071a11476cffdbcdfcaae59fbe1c705a,116.3
NETDISK1329-TRANS-01,百度网盘,AI转写,apps/baidunetdisk/raw/NETDISK1329-TRANS-01__BAIDUNETDISK_13.29.0_05_transcription.jpg,百度网盘 13.29.0（公开素材标注）,App Store公开宣传截图,https://apps.apple.com/cn/app/%E7%99%BE%E5%BA%A6%E7%BD%91%E7%9B%98/id547166701,中高,direct_real,音视频转写、说话人、时间轴与操作区,,2026-07-16,480x1038,ba1beb58645f0e742eb26c566017187fa96ba32596cdfb5eb1af90079f0ea208,122.1
WEREAD102-BOOK-01,微信读书,书架,apps/wechat_reading/raw/WEREAD102-BOOK-01__WEREAD_10.2.0_01_bookshelf.jpg,微信读书 10.2.0,App Store公开宣传截图,https://apps.apple.com/cn/app/%E5%BE%AE%E4%BF%A1%E8%AF%BB%E4%B9%A6/id952059546,中高,direct_real,书架、搜索、最近阅读与底部栏,,2026-07-16,480x853,ffbe21908fc977e44ddd4d67d41fb1f03b14b5e7b65d1a5d63df67cfc5f08ad8,74.6
WEREAD102-DISC-01,微信读书,发现,apps/wechat_reading/raw/WEREAD102-DISC-01__WEREAD_10.2.0_02_discover.jpg,微信读书 10.2.0,App Store公开宣传截图,https://apps.apple.com/cn/app/%E5%BE%AE%E4%BF%A1%E8%AF%BB%E4%B9%A6/id952059546,中高,direct_real,书单、分类、推荐卡和导航,,2026-07-16,480x853,772f962a29410a42e67e7966aac993400bf24163526192ef78a89f24facd066b,70.6
WEREAD102-READ-01,微信读书,阅读器,apps/wechat_reading/raw/WEREAD102-READ-01__WEREAD_10.2.0_03_reader.jpg,微信读书 10.2.0,App Store公开宣传截图,https://apps.apple.com/cn/app/%E5%BE%AE%E4%BF%A1%E8%AF%BB%E4%B9%A6/id952059546,中高,direct_real,正文排版、页眉、进度和底部工具,,2026-07-16,480x853,dbb9e93c11735e6542ac9e604b2634ecc996917881e5d97c09221e8fc2eaad00,84.4
WEREAD102-HL-01,微信读书,划线与批注,apps/wechat_reading/raw/WEREAD102-HL-01__WEREAD_10.2.0_04_highlight.jpg,微信读书 10.2.0,App Store公开宣传截图,https://apps.apple.com/cn/app/%E5%BE%AE%E4%BF%A1%E8%AF%BB%E4%B9%A6/id952059546,中高,direct_real,选中文本、划线、批注和分享工具,,2026-07-16,480x853,32c0161379f869a9b1d4e881d47bcfa7df1860d58584d9b2fc261b432f82a74f,53.9
WEREAD102-PROFILE-01,微信读书,个人主页,apps/wechat_reading/raw/WEREAD102-PROFILE-01__WEREAD_10.2.0_05_profile.jpg,微信读书 10.2.0,App Store公开宣传截图,https://apps.apple.com/cn/app/%E5%BE%AE%E4%BF%A1%E8%AF%BB%E4%B9%A6/id952059546,中高,direct_real,阅读时长、书架、笔记和个人导航,,2026-07-16,480x853,53175353738ae25238acb018e1a1290bd74b7aee0e3124339c299a3001cf8715,102.6
DIDI80-HOME-01,滴滴出行,首页,apps/didi/raw/DIDI80-HOME-01__DIDI_8.0.4_01_home.png,滴滴 8.0.4/8.0 UI代,近期公开iPhone真机截图,https://img1.mydrivers.com/img/20250930/S9ad74e00-6459-407d-a7d0-96daedf2090e.png,中高,direct_real,地图首页、服务入口、搜索与底部导航,,2026-07-16,600x1125,a33932deb0e11919b403e3a72fb2af38e4b360f7d09579c9936940ab7fbb64bd,457.2
DIDI80-VEH-01,滴滴出行,车型选择,apps/didi/raw/DIDI80-VEH-01__DIDI_8.0.4_02_vehicle_selection.jpg,滴滴 8.0.4/8.0 UI代,近期公开iPhone真机截图,https://img1.mydrivers.com/img/20250930/S37414638-58a8-4901-b61a-31bfd6960c27.jpg,中高,direct_real,车型、价格、优惠和确认区,,2026-07-16,600x1174,0022fa9643428cdc8a6fade820f65d81d0a3282c2c3ca9551223e35561819f41,211.0
DIDI80-TRIP-01,滴滴出行,进行中行程,apps/didi/raw/DIDI80-TRIP-01__DIDI_8.0.4_03_active_trip.png,滴滴 8.0.4/8.0 UI代,近期公开iPhone真机截图,https://img1.mydrivers.com/img/20250930/S1ad07990-2561-4e3a-9cd6-cc2847be2caf.png,中高,direct_real,路线、司机卡、状态、联系和安全入口,,2026-07-16,600x1300,000d68e9b441a700f38c0ea580e54ae71c7e3e63c6d93c6eeb5b56f57a0352c6,531.2
DIDI80-HISTORY-01,滴滴出行,订单历史,apps/didi/raw/DIDI80-HISTORY-01__DIDI_8.0.4_04_order_history.png,滴滴 8.0.4/8.0 UI代,近期公开iPhone真机截图,https://img1.mydrivers.com/img/20250930/1e0bcfd2-c418-4db5-92f3-3fbba8f8f78a.png,中高,direct_real,订单列表、日期、起终点和金额,,2026-07-16,467x804,ec02b9845535f1b637e089454ae84d3922f6bd9d28259e52ac6c344083412de9,178.5
DIDI80-ROUTE-01,滴滴出行,路线推荐,apps/didi/raw/DIDI80-ROUTE-01__DIDI_8.0.4_05_route_recommendation.png,滴滴 8.0.4/8.0 UI代,近期公开iPhone真机截图,https://img1.mydrivers.com/img/20250930/S669736dc-148b-47db-878e-6d17243c2f9c.png,中高,direct_real,多方案路线、时间、换乘与详情,,2026-07-16,600x904,9323bc34d1cd7b195ae7fdb0176c7e153a8a479e74513c4856eb6c4e70e1894d,258.9
RAIL596-HOME-01,铁路12306,首页结构,apps/railway12306/raw/RAIL596-HOME-01__RAIL12306_5.9.6_01_home_structure.jpg,铁路12306 5.9.6,App Store公开宣传截图,https://apps.apple.com/cn/app/%E9%93%81%E8%B7%AF12306/id564818797,中高,direct_real,首页查询、日期、车站输入和服务入口,,2026-07-16,480x853,a4eb245c97e8e1145fcf995b0040f8e0e014464de6d91b93b34e54f5fc1d4818,61.9
RAIL596-A11Y-01,铁路12306,爱心版/无障碍,apps/railway12306/raw/RAIL596-A11Y-01__RAIL12306_5.9.6_02_accessibility.jpg,铁路12306 5.9.6,App Store公开宣传截图,https://apps.apple.com/cn/app/%E9%93%81%E8%B7%AF12306/id564818797,中高,direct_real,大字号、服务入口和高对比度,,2026-07-16,480x853,808fa1e3ed60b93e7639dbe0aeb07ef9c7a5d9c069a2f1822e6b44bacad4f3e4,56.7
RAIL596-TRIP-01,铁路12306,出行服务/行程详情,apps/railway12306/raw/RAIL596-TRIP-01__RAIL12306_5.9.6_03_trip_detail.jpg,铁路12306 5.9.6,App Store公开宣传截图,https://apps.apple.com/cn/app/%E9%93%81%E8%B7%AF12306/id564818797,中高,direct_real,车次、站点、时间和出行服务,,2026-07-16,480x853,da05cc885c031885a353513d4f5064bde76360c8567c51cb569043c2b6b6999b,65.4
RAIL596-BOARD-01,铁路12306,车站大屏,apps/railway12306/raw/RAIL596-BOARD-01__RAIL12306_5.9.6_04_station_board.jpg,铁路12306 5.9.6,App Store公开宣传截图,https://apps.apple.com/cn/app/%E9%93%81%E8%B7%AF12306/id564818797,中高,direct_real,车站、车次、检票口、状态和刷新,,2026-07-16,480x853,565b490d9139b0b999b07a49c6ae3f0de0408593194221f7761cc95328f181b4,59.1
RAIL596-HOME-02,铁路12306,首页实拍,apps/railway12306/raw/RAIL596-HOME-02__RAIL12306_5.9.6_05_home_real.jpg,铁路12306 5.9.6,近期公开iPhone真机截图,https://apps.apple.com/cn/app/%E9%93%81%E8%B7%AF12306/id564818797,中高,direct_real,真实首页密度、底部导航和功能网格,,2026-07-16,480x1022,09c41adb0f2898761b1700397215eb6c941f914b6860276cb3441bc0c5d8bde1,78.7
RAIL596-ORDER-01,铁路12306,订单列表,apps/railway12306/raw/RAIL596-ORDER-01__RAIL12306_5.9.6_06_orders.jpg,铁路12306 5.9.6,近期公开iPhone真机截图,https://apps.apple.com/cn/app/%E9%93%81%E8%B7%AF12306/id564818797,中高,direct_real,订单分类、待支付/已完成和卡片,,2026-07-16,480x1022,8263c0bf938195f2797c75de4fc182e04001d0d7aea0fb8fdbc7b76ab18778dc,65.3
RAIL596-HISTORY-01,铁路12306,历史订单,apps/railway12306/raw/RAIL596-HISTORY-01__RAIL12306_5.9.6_07_history.jpg,铁路12306 5.9.6,近期公开iPhone真机截图,https://apps.apple.com/cn/app/%E9%93%81%E8%B7%AF12306/id564818797,中高,direct_real,历史订单空/列表状态与筛选,,2026-07-16,480x1022,6524d9cd613260c08b6cfa6c48418176f446f18a25250669d6aeb19c299e6445,25.4
